State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Oklahoma,1/25/21,13446,3398,1763,14,33,1763,13295365,786637,6755,-16,-11,-28,-16,-25,9
Oklahoma,1/26/21,12397,3133,1571,30,40,27565,14486860,764435,6234,-12,-8,-19,-12,-25,8
Oklahoma,1/27/21,13351,3374,2686,65,221,22065,13963321,774476,5979,-11,-7,-19,-10,-23,7
Oklahoma,1/28/21,13688,3459,2320,35,164,16713,13884759,764504,5952,-13,-6,-16,-11,-24,8
Oklahoma,1/29/21,14169,3581,2787,48,142,25277,14795575,740536,5779,-14,-12,-17,-9,-22,8
Oklahoma,1/30/21,15071,3809,2373,33,148,24744,13557754,826319,4652,-15,-9,-20,-10,-9,6
Oklahoma,1/31/21,16454,4158,2882,43,153,2882,12925754,892607,7161,-13,-9,-32,-9,-9,4
Oklahoma,2/1/21,16719,4225,1396,17,36,1396,15324900,772330,7111,-10,-3,-16,-11,-24,7
Oklahoma,2/2/21,16686,4217,1296,38,39,28425,15414214,757794,5263,-10,-4,9,-7,-24,7
Oklahoma,2/3/21,16757,4235,2119,52,171,18638,14920170,738701,5480,-4,1,18,-4,-22,5
Oklahoma,2/4/21,17304,4373,2782,27,150,18232,14833586,735295,6361,-11,-3,-13,-11,-24,7
Oklahoma,2/5/21,17715,4477,2662,29,136,14640,16216889,691462,5804,-12,-6,-7,-10,-22,7
Oklahoma,2/6/21,18707,4728,2053,51,140,25171,13824979,798447,5180,-17,-6,-38,-12,-9,6
Oklahoma,2/7/21,19394,4901,2174,52,158,2174,13392131,907330,8051,-22,-8,-45,-15,-10,5
Oklahoma,2/8/21,20353,5144,1040,4,23,1040,13820497,958569,8765,-32,-17,-51,-21,-34,15
Oklahoma,2/9/21,20362,5146,1070,53,15,14587,13357762,956949,7751,-27,-12,-44,-17,-37,15
Oklahoma,2/10/21,20567,5198,1660,30,141,17964,12046700,1107635,8552,-39,-19,-50,-23,-47,20
Oklahoma,2/11/21,20568,5198,1677,48,90,16624,14002457,916568,8066,-23,2,-50,-22,-40,16
Oklahoma,2/12/21,18523,4681,1417,11,65,14748,14404290,823501,8035,-22,4,-50,-20,-33,15
Oklahoma,2/13/21,17083,4317,1458,35,65,11429,13223517,932883,6079,-24,6,-56,-21,-14,9
Oklahoma,2/14/21,15515,3921,1266,30,98,1266,9698112,1344748,10292,-67,-48,-73,-51,-47,17
Oklahoma,2/15/21,14633,3698,730,17,8,730,11348782,1254822,10752,-63,-47,-67,-53,-76,32
Oklahoma,2/16/21,15201,3842,508,20,14,508,12420193,1096457,7903,-44,-23,-56,-41,-62,25
Oklahoma,2/17/21,12862,3250,1078,28,122,28116,10877966,1231933,8038,-55,-41,-52,-44,-70,29
Oklahoma,2/18/21,10297,2602,618,23,72,3160,13812828,929548,7972,-28,-15,-47,-27,-48,19
Oklahoma,2/19/21,24738,6252,869,20,73,5938,14718569,817175,6541,-20,-13,-46,-20,-35,15
Oklahoma,2/20/21,24295,6140,973,23,69,4914,13825412,849281,5056,-15,-5,-39,-8,-2,6
Oklahoma,2/21/21,26230,6629,1036,26,61,1036,14089191,863246,8147,,,,,,
Oklahoma,2/22/21,28963,7319,499,22,17,499,17114150,712912,7323,,,,,,
Oklahoma,2/23/21,30281,7653,359,24,16,14042,17628111,694161,6009,,,,,,
Oklahoma,2/24/21,34146,8629,798,37,68,15351,16662024,701855,5492,,,,,,
Oklahoma,2/25/21,38155,9642,1146,38,45,11004,16696687,705161,5941,,,,,,
Oklahoma,2/26/21,27507,6952,867,18,66,44566,17096904,669897,5628,,,,,,
Oklahoma,2/27/21,30870,7801,779,59,30,7620,15153238,763434,4665,,,,,,
Oklahoma,2/28/21,32772,8282,706,49,76,706,14504263,843457,6681,,,,,,
Oklahoma,3/1/21,32546,8225,380,50,10,380,17360260,697489,6798,,,,,,
Oklahoma,3/2/21,31154,7873,111,56,4,15562,17230722,680445,5583,,,,,,
Oklahoma,3/3/21,30339,7667,747,0,65,16770,17002648,700997,5215,,,,,,
Oklahoma,3/4/21,30556,7722,895,0,39,11353,17236182,674643,5566,,,,,,
Oklahoma,3/5/21,29568,7472,917,0,54,9216,16830997,667903,5875,,,,,,
Oklahoma,3/6/21,28451,7190,978,0,120,12218,15769393,728189,3818,,,,,,
Oklahoma,3/7/21,26152,6609,461,0,55,461,14547138,792515,6114,,,,,,
Delaware,10/1/20,,,174,0,0,1399,2900316,228512,891,-5,1,56,-26,-31,8
Delaware,10/2/20,,,150,6,0,2006,2797237,233347,674,-8,-3,40,-26,-30,8
Delaware,10/3/20,,,188,3,0,4767,2860973,246059,631,-3,5,,-8,-5,1
Delaware,10/4/20,,,118,0,0,4602,2488368,262414,586,-6,1,76,-17,-9,1
Delaware,10/5/20,,,120,0,0,5425,2569469,261142,623,-8,-2,32,-28,-33,8
Delaware,10/6/20,,,103,1,0,3681,2763375,238937,613,-7,0,64,-28,-32,8
Delaware,10/7/20,,,84,3,0,3109,2816379,237086,664,-8,-3,62,-28,-31,8
Delaware,10/8/20,,,132,2,0,1920,2699330,236436,645,-7,-1,52,-28,-31,9
Delaware,10/9/20,,,145,0,0,3449,2830652,237048,485,-9,-2,57,-28,-31,8
Delaware,10/10/20,,,171,2,0,6319,2754854,253912,435,-7,1,,-17,-6,1
Delaware,10/11/20,,,132,1,0,8353,2295573,263089,394,-12,-4,30,-28,-11,3
Delaware,10/12/20,,,159,2,0,6265,2506000,253982,421,-14,-9,-20,-36,-37,12
Delaware,10/13/20,,,105,3,0,5460,2744684,239717,547,-11,-2,36,-32,-31,9
Delaware,10/14/20,,,71,1,0,3707,2766931,234413,680,-8,-3,53,-28,-30,9
Delaware,10/15/20,,,95,1,0,1608,2588125,239915,764,-7,-1,68,-26,-31,8
Delaware,10/16/20,,,164,1,0,3199,2649300,231055,804,-17,-11,-16,-36,-32,12
Delaware,10/17/20,,,218,2,0,6058,2772263,245256,785,-5,3,,-16,-5,2
Delaware,10/18/20,,,151,1,0,5098,2449713,253858,605,-10,-2,60,-22,-9,2
Delaware,10/19/20,,,103,1,0,6458,2799985,240570,590,-11,-4,35,-32,-32,8
Delaware,10/20/20,,,129,2,0,2352,2766699,244556,581,-10,-2,48,-33,-31,9
Delaware,10/21/20,,,50,2,0,3377,2697739,245339,590,-10,-4,47,-32,-30,9
Delaware,10/22/20,,,153,0,0,1483,2888671,235959,580,-9,-2,55,-33,-30,9
Delaware,10/23/20,,,159,8,0,2913,3117917,223949,601,-11,-4,36,-34,-30,9
Delaware,10/24/20,,,160,2,0,5276,3136921,235569,426,-8,0,,-24,-6,2
Delaware,10/25/20,,,114,1,0,4782,2511209,251183,556,-15,-6,-9,-35,-12,4
Delaware,10/26/20,,,207,4,0,6187,2809390,245937,575,-13,-5,6,-37,-32,9
Delaware,10/27/20,,,81,1,0,3323,2908519,242615,490,-10,-2,44,-33,-30,9
Delaware,10/28/20,,,143,2,0,2058,2905141,238786,476,-10,-3,30,-32,-30,9
Delaware,10/29/20,,,161,1,0,2057,2740999,249168,423,-19,-14,-31,-44,-33,13
Delaware,10/30/20,,,198,15,0,4020,3050633,239183,487,-11,-3,-11,-36,-31,10
Delaware,10/31/20,,,200,4,0,4014,3132008,252712,434,-10,5,,-23,-7,2
Delaware,11/1/20,,,175,2,0,6396,3078761,268813,657,-19,-11,-17,-38,-13,4
Delaware,11/2/20,,,185,0,0,4716,2780048,272797,457,-11,-4,-8,-36,-32,9
Delaware,11/3/20,,,115,2,0,4077,2950334,250734,287,1,6,22,-30,-38,9
Delaware,11/4/20,,,108,0,0,2423,2922292,250585,359,-14,-8,23,-33,-32,10
Delaware,11/5/20,,,219,4,0,1308,3229466,256776,508,-10,-4,30,-31,-31,9
Delaware,11/6/20,,,282,0,0,3331,3221638,256426,546,-11,-8,23,-34,-29,10
Delaware,11/7/20,,,223,0,0,5159,2875488,267948,818,-5,-2,,-10,-5,2
Delaware,11/8/20,,,345,2,0,5281,2868349,298036,565,-7,-5,71,-24,-8,2
Delaware,11/9/20,,,305,1,0,6237,3053572,274766,484,-11,-5,29,-35,-31,8
Delaware,11/10/20,,,204,3,0,5244,3018278,263506,461,-9,0,47,-36,-30,9
Delaware,11/11/20,,,230,2,0,4285,2812343,266258,499,-9,-8,-12,-42,-39,13
Delaware,11/12/20,,,204,8,0,1319,2763044,267732,474,-15,-7,-24,-41,-33,12
Delaware,11/13/20,,,470,2,0,4127,2963307,259695,527,-14,-6,-4,-40,-30,11
Delaware,11/14/20,,,379,2,0,7673,2928130,275536,442,-8,-2,,-28,-6,4
Delaware,11/15/20,,,408,0,0,5894,2669864,271928,814,-14,-5,2,-40,-11,4
Delaware,11/16/20,,,397,0,0,6597,3042552,272358,667,-12,-3,2,-38,-31,9
Delaware,11/17/20,,,352,3,0,5075,3154335,273539,689,-13,-1,0,-40,-31,10
Delaware,11/18/20,,,203,3,0,8113,3118258,274520,669,-12,-2,-6,-37,-32,11
Delaware,11/19/20,,,398,0,0,1216,3126335,270730,669,-12,-2,-7,-37,-32,10
Delaware,11/20/20,,,663,4,0,16112,2898831,263301,757,-14,-4,2,-38,-31,11
Delaware,11/21/20,,,505,0,0,10902,2832707,277495,691,-10,-1,,-31,-6,4
Delaware,11/22/20,,,487,2,0,9593,2501664,281101,789,-14,-3,0,-41,-9,5
Delaware,11/23/20,,,403,4,0,7533,2811630,268044,692,-8,2,-13,-42,-33,10
Delaware,11/24/20,,,453,5,0,5527,2892398,270136,680,-3,12,12,-36,-34,10
Delaware,11/25/20,,,331,3,0,6634,2995090,260813,600,10,27,16,-31,-38,10
Delaware,11/26/20,,,584,1,0,5944,2263760,289038,553,-70,-32,-4,-70,-80,24
Delaware,11/27/20,,,591,2,0,3664,2882222,268971,682,-18,-17,8,-49,-54,17
Delaware,11/28/20,,,500,0,0,10939,2701297,275829,873,-16,-10,,-35,-10,6
Delaware,11/29/20,,,581,7,0,9274,2609067,281410,820,-16,-9,11,-35,-12,5
Delaware,11/30/20,,,403,2,0,10970,2735700,269892,705,-22,-15,-36,-46,-35,13
Delaware,12/1/20,,,689,5,0,3754,3093506,249062,721,-10,2,-3,-39,-31,11
Delaware,12/2/20,,,355,2,0,3851,3146424,249561,740,-13,-5,-10,-41,-32,12
Delaware,12/3/20,,,758,0,0,8590,3229907,246469,690,-11,-1,-3,-37,-32,11
Delaware,12/4/20,,,942,3,0,4175,3265484,244422,618,-15,-8,-27,-45,-30,12
Delaware,12/5/20,,,698,0,0,9014,3052894,259382,745,-14,-6,,-41,-7,7
Delaware,12/6/20,,,816,11,0,8480,2716396,268962,719,-15,-6,-13,-46,-11,5
Delaware,12/7/20,,,799,0,0,9960,2807890,263784,799,-14,-5,-22,-44,-33,11
Delaware,12/8/20,,,753,10,0,8081,2905501,257473,759,-14,-3,-11,-43,-32,11
Delaware,12/9/20,,,929,0,0,5841,2899380,255535,775,-13,-6,-20,-41,-33,12
Delaware,12/10/20,,,643,3,0,8158,3049081,256031,747,-12,-3,-7,-40,-33,11
Delaware,12/11/20,,,782,1,0,8820,3082775,263545,650,-15,-7,-4,-42,-32,12
Delaware,12/12/20,,,1058,8,0,9874,2907232,269877,779,-10,-1,,-33,-5,5
Delaware,12/13/20,,,584,1,0,6829,2522576,280149,745,-13,-4,20,-43,-9,4
Delaware,12/14/20,,,997,0,0,9931,2704775,265729,760,-18,-9,-39,-48,-35,13
Delaware,12/15/20,,,685,10,0,8556,2958543,255082,655,-5,12,-6,-42,-32,10
Delaware,12/16/20,,,787,7,0,9676,2695486,269385,808,-29,-14,-36,-52,-38,16
Delaware,12/17/20,,,839,12,0,10563,2827159,268830,718,-22,-12,-33,-53,-40,16
Delaware,12/18/20,,,341,9,0,8332,3086033,264515,771,-15,-5,-29,-44,-33,13
Delaware,12/19/20,,,1027,4,0,7520,3038226,275901,654,-9,3,,-30,-6,6
Delaware,12/20/20,,,480,4,0,7996,2312931,286941,604,-13,-3,-35,-41,-11,6
Delaware,12/21/20,,,440,9,0,7129,2786841,272714,726,0,8,-17,-39,-35,10
Delaware,12/22/20,,,567,1,0,4808,3040916,280263,769,4,15,-5,-35,-35,10
Delaware,12/23/20,,,612,0,0,3382,3124815,283503,828,14,26,1,-27,-37,10
Delaware,12/24/20,,,780,16,0,7829,2797429,287053,718,0,32,-12,-40,-58,15
Delaware,12/25/20,,,638,3,0,7846,1614228,306839,660,-87,-59,-47,-78,-84,28
Delaware,12/26/20,,,820,4,0,9800,2646034,289457,743,-27,-17,,-37,-19,9
Delaware,12/27/20,,,584,2,0,7111,2208238,305567,1014,-24,-17,-12,-41,-15,7
Delaware,12/28/20,,,431,1,0,10026,2510831,276518,1036,-8,-6,2,-41,-42,13
Delaware,12/29/20,,,701,0,0,10505,2603902,272593,1081,-7,-2,-2,-42,-41,14
Delaware,12/30/20,,,407,23,0,5685,2665489,265593,1235,-2,3,0,-37,-41,13
Delaware,12/31/20,,,860,5,0,5648,2723637,261728,1057,5,20,-9,-43,-48,14
Delaware,1/1/21,,,608,4,0,6402,2110513,310136,1022,-44,-38,-45,-72,-74,28
Delaware,1/2/21,,,809,0,0,6712,2605469,273571,914,-16,-8,,-31,-14,8
Delaware,1/3/21,,,611,0,0,4778,2120536,311981,961,-28,-18,-46,-46,-18,8
Delaware,1/4/21,,,849,7,0,8083,2725594,258835,848,-15,-5,-24,-44,-35,12
Delaware,1/5/21,,,767,10,0,9544,2689490,255605,924,-15,-4,-17,-43,-34,12
Delaware,1/6/21,,,629,0,0,6606,2730220,240988,882,-17,-10,-20,-39,-34,13
Delaware,1/7/21,,,1220,2,0,9107,2741333,240076,938,-18,-8,-18,-42,-34,13
Delaware,1/8/21,,,554,8,0,9983,2852748,237408,1143,-22,-13,-35,-49,-33,14
Delaware,1/9/21,,,972,12,0,5091,2848580,245326,1294,-16,-7,,-41,-10,7
Delaware,1/10/21,,,798,3,0,8365,2555206,262105,1292,-20,-12,-11,-47,-13,6
Delaware,1/11/21,,,554,14,0,10925,2686940,246722,1103,-19,-9,-24,-45,-32,12
Delaware,1/12/21,,,619,5,0,9900,2667091,243650,1121,-18,-6,-5,-44,-32,12
Delaware,1/13/21,2003,2057,727,3,0,7745,2747689,241569,1346,-19,-11,-10,-42,-34,12
Delaware,1/14/21,2340,2403,892,1,0,8527,2809570,238863,1351,-20,-10,-10,-42,-33,12
Delaware,1/15/21,1560,1602,662,7,0,11518,3091420,232785,1183,-22,-12,-18,-45,-33,13
Delaware,1/16/21,1887,1938,645,14,0,6641,3187459,251464,965,-17,-9,,-40,-10,6
Delaware,1/17/21,2083,2139,922,0,0,8031,2790130,246218,1589,-20,-14,-9,-46,-15,6
Delaware,1/18/21,2213,2273,616,0,0,10468,3152038,220800,1687,-13,-9,-8,-45,-46,14
Delaware,1/19/21,2307,2369,401,5,0,7821,2571683,249093,1126,-20,-8,-8,-43,-33,12
Delaware,1/20/21,2461,2527,464,5,0,7640,2584786,247862,1202,-23,-15,-27,-46,-35,13
Delaware,1/21/21,2611,2681,748,1,0,6275,2900134,230101,1334,-22,-11,-16,-41,-33,12
Delaware,1/22/21,3310,3399,710,0,0,8760,2995460,223414,1490,-22,-11,-24,-45,-32,13
Delaware,1/23/21,3724,3824,682,9,0,10871,2889931,233280,1436,-20,-13,,-38,-11,7
Delaware,1/24/21,3909,4014,660,5,0,8844,2608937,256220,1782,-24,-15,-26,-45,-15,6
Delaware,1/25/21,3889,3994,616,8,0,8116,2727815,235489,1776,-23,-12,-27,-41,-33,11
Delaware,1/26/21,3707,3807,299,16,0,7775,2719924,236801,1346,-26,-17,-34,-48,-33,13
Delaware,1/27/21,4544,4666,342,7,0,7403,2756155,235188,1451,-20,-12,-19,-42,-33,12
Delaware,1/28/21,4703,4830,663,3,0,3076,2709906,235000,1390,-22,-12,-31,-45,-32,12
Delaware,1/29/21,4720,4847,440,3,0,8319,2840479,231170,1341,-23,-13,-37,-48,-32,13
Delaware,1/30/21,4641,4766,616,3,0,9656,2995835,229611,1168,-13,2,,-39,-7,6
Delaware,1/31/21,5110,5248,520,9,0,9697,2558704,274818,1764,-38,-17,-47,-57,-21,9
Delaware,2/1/21,5112,5250,424,11,0,6037,2503891,292060,2092,-48,-37,-54,-67,-53,22
Delaware,2/2/21,5038,5174,201,7,0,6669,2592698,267824,1623,-35,-25,-36,-56,-44,19
Delaware,2/3/21,4299,4415,286,22,0,5702,2762828,238199,1408,-20,-12,-32,-42,-34,13
Delaware,2/4/21,4071,4181,243,5,0,1561,2887125,225958,1378,-17,-8,-23,-40,-31,11
Delaware,2/5/21,3847,3951,321,56,0,2802,3114013,216746,1564,-20,-13,-27,-44,-30,12
Delaware,2/6/21,3709,3809,286,11,0,7001,3151447,221366,1423,-11,4,,-37,-6,5
Delaware,2/7/21,3353,3443,762,6,0,9233,2645062,279231,2093,-46,-32,-59,-61,-23,9
Delaware,2/8/21,3422,3514,337,0,0,8140,3042888,236360,1830,-22,-14,-31,-41,-34,11
Delaware,2/9/21,3393,3484,279,13,0,7785,3073968,237996,1786,-20,-11,-25,-43,-31,12
Delaware,2/10/21,3225,3312,251,24,0,3470,3162734,231107,1781,-15,-4,-22,-39,-33,11
Delaware,2/11/21,3227,3314,414,17,0,3937,2959384,244803,1890,-30,-22,-40,-48,-40,16
Delaware,2/12/21,3195,3281,388,7,0,7055,3029591,219867,1681,-19,-7,-37,-42,-33,13
Delaware,2/13/21,3375,3466,409,13,0,9113,2704983,253257,1383,-22,-6,,-44,-13,9
Delaware,2/14/21,3287,3376,331,1,0,9832,2855175,254690,2053,-17,-13,-38,-47,-16,7
Delaware,2/15/21,3252,3340,236,0,0,3871,3282123,226269,1850,-13,-8,-28,-43,-43,13
Delaware,2/16/21,3552,3648,130,8,0,4758,3310087,218355,1599,-19,-10,-15,-40,-31,11
Delaware,2/17/21,3571,3667,212,25,0,5155,3237222,218311,1678,-11,3,-20,-38,-32,11
Delaware,2/18/21,3782,3884,271,10,0,2593,2676279,273540,2296,-53,-39,-60,-62,-54,25
Delaware,2/19/21,5531,5680,329,17,0,6322,2922503,241690,1968,-33,-24,-52,-54,-40,19
Delaware,2/20/21,5500,5648,350,23,0,6735,2983996,238750,1460,-14,-7,,-35,-7,7
Delaware,2/21/21,4929,5062,201,1,0,8317,3039489,241698,1967,,,,,,
Delaware,2/22/21,4927,5060,358,1,0,2288,3151822,231842,2128,,,,,,
Delaware,2/23/21,4890,5022,138,11,0,4416,3363078,221424,1434,,,,,,
Delaware,2/24/21,4961,5095,278,23,0,5059,3366706,220262,1387,,,,,,
Delaware,2/25/21,5098,5235,295,4,0,2817,3438666,221306,1506,,,,,,
Delaware,2/26/21,4063,4172,297,12,0,6251,3571947,209754,1298,,,,,,
Delaware,2/27/21,4591,4715,419,0,0,9562,3286872,226354,1309,,,,,,
Delaware,2/28/21,5482,5630,282,4,0,8220,2931413,252737,1574,,,,,,
Delaware,3/1/21,5925,6085,281,0,0,4870,3390585,222524,1526,,,,,,
Delaware,3/2/21,5543,5692,113,4,0,4849,3459778,217542,1372,,,,,,
Delaware,3/3/21,6833,7017,232,14,0,4613,3501768,218720,1199,,,,,,
Delaware,3/4/21,7237,7432,218,4,0,3724,3462278,216562,1383,,,,,,
Delaware,3/5/21,7327,7524,231,9,0,3678,3420291,207042,1277,,,,,,
Delaware,3/6/21,7409,7609,265,11,0,8757,3276003,219961,1106,,,,,,
Delaware,3/7/21,8022,8238,215,9,0,5867,3092906,235861,1552,,,,,,
Minnesota,10/1/20,,,1066,13,57,25721,16772969,1308834,11368,-10,-2,59,-41,-32,10
Minnesota,10/2/20,,,1166,10,35,31075,16378843,1380406,9238,-12,-3,63,-38,-32,9
Minnesota,10/3/20,,,1421,14,53,29075,15552906,1486041,8861,-15,-3,65,-34,-6,3
Minnesota,10/4/20,,,1039,7,41,30373,13984342,1545396,9699,-9,-3,130,-35,-8,0
Minnesota,10/5/20,,,973,3,53,23375,15451962,1534682,8003,-10,-4,86,-41,-34,9
Minnesota,10/6/20,,,941,4,80,13184,16728285,1416758,7582,-9,-4,107,-42,-34,9
Minnesota,10/7/20,,,911,14,69,12912,17311782,1358771,9350,-9,-4,110,-39,-33,9
Minnesota,10/8/20,,,1271,6,98,28312,16207314,1402532,9157,-13,-5,98,-40,-33,10
Minnesota,10/9/20,,,1390,14,64,31971,17178731,1412826,7229,-13,-5,115,-36,-32,8
Minnesota,10/10/20,,,1516,10,51,32497,16655528,1503871,6824,-14,-2,122,-31,-3,2
Minnesota,10/11/20,,,1440,10,52,30148,13878702,1542652,6368,-9,-3,126,-35,-7,1
Minnesota,10/12/20,,,1171,3,67,18312,15563197,1466179,6348,-10,-6,72,-41,-35,10
Minnesota,10/13/20,,,1135,7,79,18002,16455063,1399084,8401,-12,-6,77,-41,-33,10
Minnesota,10/14/20,,,1369,-24,85,12220,16202748,1354537,11481,-10,-6,41,-40,-34,11
Minnesota,10/15/20,,,1163,19,67,19504,15316099,1410567,12172,-10,-3,51,-39,-38,11
Minnesota,10/16/20,,,2290,13,66,43703,16516957,1337606,13120,-14,-7,30,-37,-38,11
Minnesota,10/17/20,,,1694,5,83,27720,15518054,1477345,10570,-19,-8,31,-32,-8,5
Minnesota,10/18/20,,,1722,17,65,30947,13227508,1555565,10651,-15,-9,24,-37,-10,3
Minnesota,10/19/20,,,1627,5,50,22177,15885009,1408459,10729,-13,-6,10,-42,-33,11
Minnesota,10/20/20,,,1092,7,126,11604,15213568,1474896,9828,-29,-18,-10,-47,-35,15
Minnesota,10/21/20,,,1060,35,105,16377,15133599,1470411,11244,-13,-7,1,-41,-34,12
Minnesota,10/22/20,,,1561,20,79,25115,15418823,1423911,10503,-23,-14,-18,-45,-34,15
Minnesota,10/23/20,,,1711,13,112,26434,16873170,1343552,10990,-16,-9,-4,-41,-32,13
Minnesota,10/24/20,,,2259,14,106,34465,16608812,1460484,8225,-17,-6,-7,-36,-5,6
Minnesota,10/25/20,,,1680,21,67,34933,13781887,1548114,11861,-19,-12,-6,-41,-11,5
Minnesota,10/26/20,,,1570,4,77,23691,15429213,1449642,10735,-14,-9,1,-43,-33,11
Minnesota,10/27/20,,,2164,15,141,14099,15703518,1432012,9566,-14,-8,6,-44,-33,12
Minnesota,10/28/20,,,1908,19,126,14964,16044601,1400705,10287,-12,-8,20,-41,-32,12
Minnesota,10/29/20,,,2867,32,136,29792,16129729,1424701,12376,-15,-8,6,-42,-32,12
Minnesota,10/30/20,,,3154,18,128,31826,17617732,1405061,11134,-13,-5,14,-36,-31,11
Minnesota,10/31/20,,,3007,20,151,34438,16375400,1553647,9426,-18,-1,29,-33,-5,5
Minnesota,11/1/20,,,2200,18,64,27094,16227423,1697285,15825,-16,-11,6,-38,-11,4
Minnesota,11/2/20,,,2948,9,103,36536,16944442,1595748,9430,-13,-8,33,-42,-33,11
Minnesota,11/3/20,,,3476,15,210,10975,16747937,1458533,7696,-5,-3,101,-43,-34,11
Minnesota,11/4/20,,,3827,31,202,31199,16101581,1528725,8052,-15,-10,61,-42,-34,12
Minnesota,11/5/20,,,3942,25,167,32216,16418414,1624433,9913,-17,-8,46,-43,-33,12
Minnesota,11/6/20,,,5442,36,177,43812,17617176,1646480,15286,-15,-7,59,-40,-34,11
Minnesota,11/7/20,,,4647,34,201,44429,16075415,1718546,17569,-21,-10,56,-37,-7,5
Minnesota,11/8/20,,,5908,31,133,42572,14880394,1882736,13626,-15,-10,89,-39,-10,3
Minnesota,11/9/20,,,3926,19,144,25468,16060150,1650846,10408,-18,-11,-9,-47,-36,13
Minnesota,11/10/20,,,4893,23,262,32562,16431864,1598975,10140,-25,-14,-15,-50,-37,15
Minnesota,11/11/20,,,4889,56,218,14112,16463909,1613796,10977,-18,-12,-5,-46,-40,15
Minnesota,11/12/20,,,7225,39,292,53217,15917427,1600720,11443,-26,-15,-17,-48,-37,16
Minnesota,11/13/20,,,5544,46,201,48226,16535854,1588173,11059,-21,-10,-12,-44,-36,15
Minnesota,11/14/20,,,8689,35,271,50948,15366726,1701147,10533,-25,-13,-23,-42,-9,9
Minnesota,11/15/20,,,7553,31,159,62036,14147384,1712970,19057,-23,-15,-16,-44,-14,7
Minnesota,11/16/20,,,7437,12,177,49157,15772929,1719599,17140,-20,-12,-12,-47,-36,14
Minnesota,11/17/20,,,5931,26,343,31555,16191157,1707402,17219,-20,-11,-7,-49,-37,15
Minnesota,11/18/20,,,5094,67,298,33677,16998518,1673325,17190,-16,-9,5,-44,-37,15
Minnesota,11/19/20,,,7863,72,279,55821,17131372,1629976,16371,-20,-10,16,-45,-36,15
Minnesota,11/20/20,,,6794,68,291,53812,15789680,1617947,17650,-20,-11,-7,-44,-35,15
Minnesota,11/21/20,,,6252,51,283,51620,14799397,1753915,18244,-32,-8,-4,-40,-12,10
Minnesota,11/22/20,,,7205,40,184,60166,12943139,1777971,18688,-31,-13,-10,-46,-17,8
Minnesota,11/23/20,,,6343,24,177,56434,14887108,1684466,16491,-21,-4,-1,-47,-39,15
Minnesota,11/24/20,,,6416,38,338,53199,15027674,1663746,17825,-22,-1,-17,-47,-40,16
Minnesota,11/25/20,,,6387,72,322,63086,16182093,1597585,14399,-6,25,-1,-40,-44,15
Minnesota,11/26/20,,,0,0,0,0,11796808,1807015,14955,-83,-43,-11,-70,-85,29
Minnesota,11/27/20,,,5698,101,277,49074,16098369,1661398,16716,-28,-20,3,-52,-64,23
Minnesota,11/28/20,,,9022,45,380,105119,14678184,1718651,18132,-34,-18,24,-41,-18,10
Minnesota,11/29/20,,,8946,57,220,89486,13363433,1778018,18857,-33,-20,-16,-44,-19,8
Minnesota,11/30/20,,,5794,15,148,39881,14762116,1705544,18142,-23,-12,-8,-47,-39,15
Minnesota,12/1/20,,,3549,22,320,23306,15959259,1599329,16647,-23,-9,0,-47,-39,16
Minnesota,12/2/20,,,5165,77,267,38689,16220904,1564324,16662,-24,-10,9,-47,-38,16
Minnesota,12/3/20,,,6149,92,245,48363,16134109,1566520,17875,-27,-10,3,-49,-38,17
Minnesota,12/4/20,,,5347,61,205,55360,16772009,1541017,17449,-27,-10,5,-47,-36,17
Minnesota,12/5/20,,,6308,75,231,48295,16068784,1634174,18003,-29,-8,4,-41,-11,10
Minnesota,12/6/20,,,5581,64,174,61042,13621733,1723259,19774,-29,-13,8,-46,-16,7
Minnesota,12/7/20,,,5290,21,125,62817,14090758,1675390,19492,-25,-11,-6,-50,-38,15
Minnesota,12/8/20,,,3051,22,236,24557,14998199,1621725,17301,-25,-11,7,-51,-37,15
Minnesota,12/9/20,,,4516,82,215,34754,15085650,1589965,17854,-23,-9,41,-48,-38,15
Minnesota,12/10/20,,,3499,89,220,38303,15430180,1595986,18751,-27,-10,11,-49,-38,16
Minnesota,12/11/20,,,3750,94,222,53097,15390808,1647052,18660,-27,-9,-10,-49,-36,17
Minnesota,12/12/20,,,4430,67,177,46554,14765692,1725048,19352,-28,-6,-10,-43,-11,10
Minnesota,12/13/20,,,3425,85,108,42785,12672762,1773811,18505,-32,-13,-7,-48,-16,8
Minnesota,12/14/20,,,3018,18,102,41965,14567400,1656204,17635,-24,-10,-19,-51,-38,15
Minnesota,12/15/20,,,2323,21,147,30809,15076305,1600186,15296,-23,-8,-13,-51,-37,16
Minnesota,12/16/20,,,2248,92,195,16534,14796360,1634370,16483,-21,-6,-4,-47,-37,15
Minnesota,12/17/20,,,2759,83,192,42028,15506348,1602898,16324,-25,-7,-9,-49,-37,16
