State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
West Virginia,2/23/21,11000,6138,285,11,0,8539,7253402,375700,1801,,,,,,
West Virginia,2/24/21,11210,6255,243,11,0,8563,7239267,369084,1573,,,,,,
West Virginia,2/25/21,11715,6537,431,5,0,11358,7290808,369468,1516,,,,,,
West Virginia,2/26/21,8757,4886,421,1,0,10668,7348126,359098,1530,,,,,,
West Virginia,2/27/21,9710,5418,346,6,0,8724,6574552,403609,1565,,,,,,
West Virginia,2/28/21,9826,5483,275,3,0,11017,6079891,443699,1862,,,,,,
West Virginia,3/1/21,9780,5457,193,0,0,4330,7147776,396251,1503,,,,,,
West Virginia,3/2/21,9413,5252,136,1,0,8074,7309589,368271,1394,,,,,,
West Virginia,3/3/21,9568,5339,232,8,0,8253,7360013,369960,1267,,,,,,
West Virginia,3/4/21,9702,5414,261,0,0,9422,7470064,361866,1065,,,,,,
West Virginia,3/5/21,10366,5784,287,9,0,10812,7472792,345615,1348,,,,,,
West Virginia,3/6/21,9723,5425,326,5,0,11614,6721031,387143,964,,,,,,
West Virginia,3/7/21,9878,5512,155,2,0,6449,6196080,408864,1413,,,,,,
South Carolina,10/1/20,,,381,22,0,7356,16008493,1012213,7101,-3,-1,31,-2,-24,4
South Carolina,10/2/20,,,862,9,56,21598,15751158,1035864,5165,-4,1,28,-1,-24,3
South Carolina,10/3/20,,,1706,33,0,1706,15010612,1140468,5673,-5,3,61,1,-11,0
South Carolina,10/4/20,,,691,11,43,38328,13140322,1195735,6353,-4,1,26,11,-15,1
South Carolina,10/5/20,,,577,3,24,11020,14080493,1235635,5642,-6,-1,31,-6,-23,4
South Carolina,10/6/20,,,811,15,48,14030,15122979,1097450,5052,-6,0,22,-6,-25,5
South Carolina,10/7/20,,,735,31,61,7460,15457653,1077480,5592,-8,-4,24,-6,-24,5
South Carolina,10/8/20,,,1050,12,83,20043,14653904,1083676,5698,-7,-3,36,0,-24,6
South Carolina,10/9/20,,,921,16,44,21929,14989283,1093908,5157,-8,-3,28,-1,-24,5
South Carolina,10/10/20,,,945,21,42,17743,13809467,1223376,4555,-12,-3,31,-5,-10,3
South Carolina,10/11/20,,,785,1,17,14347,12001904,1227698,4155,-11,-5,3,6,-16,4
South Carolina,10/12/20,,,649,7,22,13159,14594766,1129631,3752,-9,-4,31,-4,-25,6
South Carolina,10/13/20,,,828,17,54,13664,15062564,1073943,5125,-7,-2,33,-5,-24,6
South Carolina,10/14/20,,,926,17,81,15084,15288946,1047956,6138,-7,-3,27,-5,-24,6
South Carolina,10/15/20,,,1297,14,63,20043,13749531,1110334,7138,-8,-3,25,-2,-24,6
South Carolina,10/16/20,,,1147,8,56,19709,15530518,1028974,7087,-8,-3,25,-2,-24,5
South Carolina,10/17/20,,,961,22,63,18734,14859936,1135175,6386,-8,0,65,1,-10,1
South Carolina,10/18/20,,,776,13,22,16212,12992013,1175226,6255,-7,-2,33,13,-15,2
South Carolina,10/19/20,,,619,11,20,8937,14931274,1085241,6440,-9,-4,32,-6,-22,5
South Carolina,10/20/20,,,884,35,69,9722,14825506,1109628,5793,-9,-3,26,-5,-23,6
South Carolina,10/21/20,,,864,12,34,13627,14190954,1136802,6360,-8,-4,16,-6,-23,6
South Carolina,10/22/20,,,1128,47,40,15802,15610321,1075318,5757,-8,-4,29,-3,-23,6
South Carolina,10/23/20,,,1064,22,59,18150,16982801,1008231,5822,-8,-3,31,-1,-23,4
South Carolina,10/24/20,,,792,16,51,11583,16459754,1090584,4640,-9,-1,66,0,-10,1
South Carolina,10/25/20,,,1337,9,12,27330,13299449,1141936,5655,-11,-4,3,6,-16,3
South Carolina,10/26/20,,,823,21,12,26818,15366615,1088244,4874,-10,-4,25,-6,-22,5
South Carolina,10/27/20,,,1078,19,50,11794,15641276,1089088,4566,-8,-2,27,-6,-23,6
South Carolina,10/28/20,,,912,34,59,8755,14997956,1063082,5091,-9,-5,5,-8,-23,6
South Carolina,10/29/20,,,1100,13,59,19961,15213031,1075979,5109,-9,-7,-1,-7,-27,7
South Carolina,10/30/20,,,1003,7,48,14618,16827412,1067918,4438,-5,1,24,-5,-23,3
South Carolina,10/31/20,,,1018,39,48,13690,16210893,1161359,3817,-10,4,46,-9,-10,0
South Carolina,11/1/20,,,1411,1,14,25302,15227042,1294845,6982,-10,-4,3,-1,-15,3
South Carolina,11/2/20,,,894,10,19,14686,14571931,1300809,4262,-7,-3,8,-9,-23,5
South Carolina,11/3/20,,,1035,22,66,13085,15822282,1115174,3201,-1,3,20,-10,-30,7
South Carolina,11/4/20,,,918,17,57,10765,15236011,1156109,3580,-12,-7,-1,-11,-23,7
South Carolina,11/5/20,,,769,7,70,7397,17005057,1199694,4370,-11,-6,5,-8,-22,7
South Carolina,11/6/20,,,1233,13,50,23812,17603993,1235711,5880,-11,-6,7,-10,-22,5
South Carolina,11/7/20,,,1870,10,58,47831,16061480,1295029,6876,-10,-3,45,-11,-7,2
South Carolina,11/8/20,,,946,21,20,14174,15737177,1455567,6034,-9,-3,17,3,-14,3
South Carolina,11/9/20,,,703,5,30,8123,15953172,1266795,4611,-11,-5,14,-10,-21,6
South Carolina,11/10/20,,,1347,21,82,21287,16211675,1204892,4259,-9,-3,-3,-11,-22,7
South Carolina,11/11/20,,,1257,14,58,12197,14911840,1234199,5279,-11,-9,-26,-14,-29,10
South Carolina,11/12/20,,,1495,8,60,20236,14842421,1235072,5361,-17,-11,-26,-15,-25,9
South Carolina,11/13/20,,,1611,17,63,10049,16209942,1182123,4978,-10,-4,5,-10,-22,5
South Carolina,11/14/20,,,1913,9,35,41146,15701006,1265116,4517,-10,-3,33,-10,-8,2
South Carolina,11/15/20,,,1493,2,29,18449,14827507,1262028,8820,-10,-3,5,0,-14,3
South Carolina,11/16/20,,,1110,31,22,14944,16166283,1266453,7323,-11,-4,6,-11,-21,5
South Carolina,11/17/20,,,1283,13,62,16790,16402439,1270866,7259,-9,-2,0,-11,-22,7
South Carolina,11/18/20,,,1547,26,54,15966,16475154,1270501,7127,-10,-3,-12,-10,-23,7
South Carolina,11/19/20,,,1713,19,53,23838,16096932,1243419,7447,-11,-3,-8,-9,-22,7
South Carolina,11/20/20,,,2001,30,53,30621,15401837,1206092,7787,-11,-3,4,-7,-22,5
South Carolina,11/21/20,,,1857,43,40,32504,14947066,1291459,7824,-10,0,33,1,-5,2
South Carolina,11/22/20,,,1277,9,35,21316,13089364,1307808,7571,-8,0,6,4,-11,3
South Carolina,11/23/20,,,1257,5,33,21037,15178603,1230217,7448,-4,4,10,-8,-22,6
South Carolina,11/24/20,,,1678,25,92,19887,15279517,1244077,7533,2,12,6,3,-26,6
South Carolina,11/25/20,,,1675,4,82,20671,15612060,1187186,6117,10,30,9,11,-36,6
South Carolina,11/26/20,,,0,0,0,0,12605585,1312845,5656,-71,-31,-2,-43,-80,21
South Carolina,11/27/20,,,2215,29,57,30874,16185730,1224495,7091,-17,-13,33,-28,-58,14
South Carolina,11/28/20,,,1791,0,8,31196,14159759,1272230,7886,-17,-11,14,0,-17,5
South Carolina,11/29/20,,,1218,7,55,16354,13613841,1283278,7714,-13,-9,-17,27,-16,4
South Carolina,11/30/20,,,1358,28,20,12876,14685392,1275633,7385,-9,-4,-15,-7,-22,7
South Carolina,12/1/20,,,1425,23,33,17563,16552471,1124931,6384,-7,-1,-18,-6,-23,7
South Carolina,12/2/20,,,1923,40,113,15875,17260611,1118531,5987,-9,-4,-15,-11,-23,7
South Carolina,12/3/20,,,2228,22,103,16199,17503317,1107822,6941,-8,-2,-11,-11,-22,7
South Carolina,12/4/20,,,2950,30,97,25799,17414970,1091301,6593,-11,-6,-12,-14,-22,6
South Carolina,12/5/20,,,3222,21,82,29022,16907072,1159811,7088,-10,-2,11,-14,-5,3
South Carolina,12/6/20,,,2864,49,75,24270,14406463,1236001,7646,-10,-2,-5,-7,-12,3
South Carolina,12/7/20,,,2553,13,35,26675,14550884,1235721,8123,-11,-5,-15,-15,-22,7
South Carolina,12/8/20,,,2302,6,31,26462,15168816,1178427,7366,-10,-3,-16,-13,-22,7
South Carolina,12/9/20,,,2490,27,81,15453,15047571,1173540,7467,-10,-5,-16,-13,-23,7
South Carolina,12/10/20,,,2242,15,91,17455,15877590,1163877,7604,-10,-4,-7,-11,-23,7
South Carolina,12/11/20,,,3540,46,107,37520,15842186,1202819,8100,-11,-4,-3,-13,-22,6
South Carolina,12/12/20,,,3572,12,0,3572,15330439,1271220,8377,-10,-1,24,-12,-5,3
South Carolina,12/13/20,,,3408,54,149,64293,13065025,1318468,8245,-8,0,7,-6,-12,3
South Carolina,12/14/20,,,2570,12,36,25579,14732036,1207589,7881,-10,-3,-17,-16,-23,8
South Carolina,12/15/20,,,2544,5,50,24359,15268567,1173055,6757,-7,2,-20,-10,-24,7
South Carolina,12/16/20,,,2799,44,110,22115,14194586,1228370,7492,-13,-6,-40,-15,-26,10
South Carolina,12/17/20,,,2655,43,109,16348,15590776,1174443,7253,-8,-1,-23,-10,-24,8
South Carolina,12/18/20,,,4302,29,88,36873,16200945,1217634,7547,-9,-1,-15,-7,-24,7
South Carolina,12/19/20,,,3461,23,100,26726,15529805,1287929,7077,-10,2,1,4,-6,3
South Carolina,12/20/20,,,2869,40,77,25390,11930258,1323232,6469,-8,-1,-26,4,-13,4
South Carolina,12/21/20,,,2327,27,22,19616,14868563,1280969,6315,2,6,3,-7,-29,7
South Carolina,12/22/20,,,2322,14,41,25553,15786606,1312418,7784,7,13,3,1,-33,8
South Carolina,12/23/20,,,4175,52,165,33539,16653147,1323582,8963,15,26,2,8,-37,7
South Carolina,12/24/20,,,2798,15,104,23036,13859747,1362442,7797,-9,29,-35,-23,-63,16
South Carolina,12/25/20,,,0,0,0,0,8421180,1466975,6370,-84,-63,-41,-51,-83,25
South Carolina,12/26/20,,,3864,81,118,32580,13677953,1361136,7478,-24,-13,-15,-4,-26,8
South Carolina,12/27/20,,,7287,31,81,71549,13037385,1349007,6613,-16,-12,-2,22,-20,5
South Carolina,12/28/20,,,1871,18,75,14243,14994906,1204156,5581,-5,-3,21,-3,-40,11
South Carolina,12/29/20,,,2552,25,53,16158,15442722,1178967,5412,-4,-1,19,-3,-40,12
South Carolina,12/30/20,,,2873,51,133,17549,15578102,1173288,5708,-1,4,-3,-2,-40,12
South Carolina,12/31/20,,,4032,47,154,22187,15791743,1167086,4950,2,21,-10,-17,-48,14
South Carolina,1/1/21,,,0,0,0,0,12430490,1416530,5431,-42,-31,-23,-43,-72,24
South Carolina,1/2/21,,,5211,89,196,31234,14492500,1257602,5774,-17,-10,-11,-1,-20,8
South Carolina,1/3/21,,,8951,84,141,57172,13291800,1332568,5989,-13,-8,0,17,-17,6
South Carolina,1/4/21,,,3803,15,71,20811,16141931,1089467,4877,-8,-2,-9,-10,-26,8
South Carolina,1/5/21,,,2601,14,53,16243,15543837,1073682,4196,-10,-2,-15,-10,-27,9
South Carolina,1/6/21,,,5162,84,164,28395,15980148,1016811,5289,-14,-7,-21,-15,-27,10
South Carolina,1/7/21,,,4877,79,187,29978,15835770,1016047,5647,-16,-6,-27,-16,-27,10
South Carolina,1/8/21,,,6064,34,133,41260,15917116,1048969,5885,-23,-13,-43,-25,-28,12
South Carolina,1/9/21,,,5908,63,174,36619,16310125,1090826,5683,-16,-7,-15,-21,-10,6
South Carolina,1/10/21,,,4441,53,89,31852,14200219,1185665,6395,-16,-7,-19,-13,-16,6
South Carolina,1/11/21,,,3129,15,66,22030,15381693,1084372,6093,-16,-7,-26,-20,-24,9
South Carolina,1/12/21,,,1703,34,42,9573,15233122,1073929,5879,-15,-5,-22,-17,-26,10
South Carolina,1/13/21,18812,3654,6021,51,142,37248,15704509,1055541,5925,-18,-10,-25,-18,-26,9
South Carolina,1/14/21,17390,3378,5802,23,92,40684,16307333,1016258,5372,-18,-11,-15,-15,-27,9
South Carolina,1/15/21,13587,2639,4787,103,195,33632,17638827,1001794,4980,-20,-13,-28,-18,-27,9
South Carolina,1/16/21,14274,2772,6455,71,153,53560,18176111,1107400,4257,-19,-9,-14,-21,-13,6
South Carolina,1/17/21,14686,2852,5762,129,148,50596,15671772,1064801,6291,-18,-11,-16,-17,-19,6
South Carolina,1/18/21,14961,2906,3280,11,38,31557,17859989,945388,7355,-15,-11,-4,-17,-42,12
South Carolina,1/19/21,15157,2944,2854,11,37,27476,15060305,1024165,5134,-17,-7,-13,-15,-26,9
South Carolina,1/20/21,13246,2573,5525,69,178,50645,15746234,994901,5070,-19,-12,-15,-17,-26,9
South Carolina,1/21/21,13397,2602,4649,45,180,38681,16846626,942382,5984,-20,-12,-25,-17,-26,10
South Carolina,1/22/21,15309,2973,4696,31,158,38264,17611721,905679,6099,-19,-10,-24,-19,-24,8
South Carolina,1/23/21,15855,3079,4601,75,137,43587,17085028,968535,5496,-17,-9,7,-20,-10,5
South Carolina,1/24/21,17756,3449,4536,68,125,40994,15136673,1093004,7645,-19,-11,-11,-15,-16,5
South Carolina,1/25/21,19501,3788,3092,5,46,35994,15744352,976407,6799,-20,-13,-19,-20,-24,9
South Carolina,1/26/21,18577,3608,2250,26,55,27520,16424320,948346,5849,-18,-11,-20,-17,-25,9
South Carolina,1/27/21,19197,3729,3564,95,190,23471,15877848,967095,5969,-20,-14,-34,-19,-26,10
South Carolina,1/28/21,21474,4171,3938,230,159,27097,16236318,942151,5985,-17,-11,-20,-15,-25,9
South Carolina,1/29/21,22308,4333,4464,39,149,48584,17261313,928114,5540,-16,-11,-19,-16,-24,8
South Carolina,1/30/21,22672,4403,4152,72,100,40483,16756604,982999,4937,-14,-7,-6,-16,-9,5
South Carolina,1/31/21,22964,4460,3601,28,102,39264,14640611,1133183,7377,-20,-14,-47,-14,-19,7
South Carolina,2/1/21,22200,4312,2530,241,23,31268,17021163,975203,6620,-14,-8,-29,-20,-23,8
South Carolina,2/2/21,21926,4259,1988,35,33,25544,17362934,953757,5428,-12,-6,-25,-17,-24,8
South Carolina,2/3/21,21745,4223,2890,76,178,16349,16978717,928917,6072,-11,-7,-21,-17,-24,7
South Carolina,2/4/21,19641,3815,3084,93,138,25212,17092733,911375,6309,-14,-9,-23,-15,-24,8
South Carolina,2/5/21,19105,3711,6096,66,99,65394,18336000,885050,6282,-16,-10,-30,-19,-23,8
South Carolina,2/6/21,19288,3746,3007,58,116,34970,17089985,960566,5303,-16,-6,-22,-21,-10,5
South Carolina,2/7/21,18482,3590,3392,40,79,36800,16964281,1065372,8118,-20,-5,-30,-19,-17,5
South Carolina,2/8/21,17563,3411,2030,39,32,31742,18573589,959024,8266,-16,-9,-9,-16,-23,7
South Carolina,2/9/21,16428,3191,1908,3,26,19918,18812232,960083,6671,-14,-6,-12,-15,-23,8
South Carolina,2/10/21,18409,3575,2829,49,127,20110,18543723,938183,6282,-13,-7,-15,-15,-23,7
South Carolina,2/11/21,18723,3636,3147,95,145,22151,19136485,901920,7233,-14,-8,-24,-12,-23,9
South Carolina,2/12/21,18640,3620,3870,57,119,38982,18059245,876577,7831,-15,-7,-33,-13,-24,8
South Carolina,2/13/21,18852,3661,2983,17,102,35783,16033221,1049977,5621,-15,-3,-41,-21,-14,7
South Carolina,2/14/21,19324,3753,4153,87,89,40278,15928130,1083275,8498,-13,-6,-49,-14,-18,6
South Carolina,2/15/21,19377,3763,1725,36,25,25111,18656226,951795,8477,-15,-10,-28,-15,-33,11
South Carolina,2/16/21,21826,4239,1435,21,31,21794,19915330,856057,5672,-11,-3,-6,-15,-23,8
South Carolina,2/17/21,21051,4089,1916,62,120,10815,19044751,863407,5924,-12,-5,-20,-15,-22,8
South Carolina,2/18/21,21374,4151,2675,38,129,22713,18538408,874516,6906,-21,-15,-42,-22,-25,12
South Carolina,2/19/21,28383,5513,2893,58,95,28269,19214255,849347,7001,-15,-9,-30,-17,-23,8
South Carolina,2/20/21,29276,5686,3340,43,103,29599,18035730,946604,5366,-10,-4,17,-11,-8,4
South Carolina,2/21/21,29498,5729,2872,68,67,37383,17785423,983080,8636,,,,,,
South Carolina,2/22/21,30180,5862,1440,8,28,592,19145462,893740,8009,,,,,,
South Carolina,2/23/21,28951,5623,1323,25,30,1323,20145852,856569,6604,,,,,,
South Carolina,2/24/21,31183,6056,2132,41,93,55678,20030760,847783,5767,,,,,,
South Carolina,2/25/21,31394,6097,2502,45,78,27689,20580066,843836,6380,,,,,,
South Carolina,2/26/21,25323,4918,1749,34,80,33449,20488105,829901,6256,,,,,,
South Carolina,2/27/21,25456,4944,1777,21,65,34019,19578753,892954,5330,,,,,,
South Carolina,2/28/21,25126,4880,1751,32,47,27278,19042563,969787,7840,,,,,,
South Carolina,3/1/21,26318,5112,1153,32,19,25572,20449248,867177,7317,,,,,,
South Carolina,3/2/21,25988,5047,847,14,22,15111,19935488,854254,5379,,,,,,
South Carolina,3/3/21,25214,4897,1173,44,73,9723,19729214,877790,5483,,,,,,
South Carolina,3/4/21,29268,5685,1567,40,41,21669,20824492,828075,6309,,,,,,
South Carolina,3/5/21,29580,5745,1695,39,63,26994,20840846,800439,6318,,,,,,
South Carolina,3/6/21,32372,6287,1199,20,54,28973,18945869,898290,4551,,,,,,
South Carolina,3/7/21,37254,7236,1408,35,66,27264,17757263,973432,7099,,,,,,
New Hampshire,10/1/20,,,51,2,0,5339,4498834,303732,1703,0,7,172,-8,-23,6
New Hampshire,10/2/20,,,217,1,5,5055,4304215,310355,1348,-6,5,84,-16,-24,9
New Hampshire,10/3/20,,,63,0,0,5180,4333442,336083,1381,2,7,204,24,-5,0
New Hampshire,10/4/20,,,48,1,0,4829,3897545,353285,1207,6,5,167,34,-5,0
New Hampshire,10/5/20,,,35,1,0,0,3943435,349535,1540,-1,6,149,-8,-26,7
New Hampshire,10/6/20,,,51,2,0,3514,4313342,321876,1269,-3,7,141,-11,-25,7
New Hampshire,10/7/20,,,69,2,2,7122,4360842,312423,1500,-5,3,88,-17,-26,9
New Hampshire,10/8/20,,,78,1,2,5604,4296202,316193,1486,-3,6,153,-8,-24,8
New Hampshire,10/9/20,,,0,0,0,0,4339653,325611,1218,-4,5,165,-5,-25,8
New Hampshire,10/10/20,,,214,6,3,10991,4237597,351073,1150,-1,5,236,16,-4,1
New Hampshire,10/11/20,,,0,0,0,0,3801879,353011,855,8,5,212,20,-4,0
New Hampshire,10/12/20,,,51,1,2,4801,4064790,341102,977,9,7,171,-2,-43,11
New Hampshire,10/13/20,,,136,0,6,10169,3996562,327239,1213,-13,-4,18,-22,-26,11
New Hampshire,10/14/20,,,70,2,2,5373,4347677,311715,1452,-3,4,125,-12,-26,9
New Hampshire,10/15/20,,,77,5,1,4692,4020873,320424,1742,-3,3,164,-6,-23,8
New Hampshire,10/16/20,,,88,2,0,5196,4226362,304991,1773,-13,-2,29,-21,-24,11
New Hampshire,10/17/20,,,111,1,0,1,4023638,331223,1823,-6,1,65,-2,-5,4
New Hampshire,10/18/20,,,69,1,0,15272,3811917,344740,1267,-4,-3,107,7,-5,2
New Hampshire,10/19/20,,,52,1,0,4949,4245966,322127,1337,-6,-1,102,-15,-26,8
New Hampshire,10/20/20,,,82,0,2,0,4179585,334108,1153,-8,0,76,-14,-24,9
New Hampshire,10/21/20,,,89,1,0,9363,4031882,331163,1287,-8,0,53,-19,-26,10
New Hampshire,10/22/20,,,77,1,2,8107,4507357,321097,1083,-6,0,133,-12,-23,8
New Hampshire,10/23/20,,,118,1,0,6563,4683089,307925,1218,-9,1,72,-23,-23,9
New Hampshire,10/24/20,,,126,2,0,6592,4727412,327065,970,-8,-1,93,-10,-4,2
New Hampshire,10/25/20,,,90,0,1,4999,4084078,334205,1154,-5,-2,73,19,-6,2
New Hampshire,10/26/20,,,69,2,2,6024,4175167,332106,1065,-10,-3,19,-24,-26,10
New Hampshire,10/27/20,,,134,0,3,5154,4293515,326690,1026,-8,2,64,-15,-24,9
New Hampshire,10/28/20,,,110,3,4,5343,4326527,322397,935,-10,-2,14,-23,-26,11
New Hampshire,10/29/20,,,127,4,0,7023,4399673,324085,1003,-9,1,32,-19,-24,10
New Hampshire,10/30/20,,,116,0,2,7194,4630821,327668,906,-18,-5,5,-31,-26,12
New Hampshire,10/31/20,,,200,1,2,6670,4643440,349639,794,-13,2,43,-16,-7,3
New Hampshire,11/1/20,,,130,0,1,0,4475561,365499,1442,-13,-5,7,-23,-9,4
New Hampshire,11/2/20,,,106,0,1,9938,3959630,381645,1155,-11,-4,21,-25,-26,9
New Hampshire,11/3/20,,,128,0,3,4512,4449555,338724,622,0,4,43,-19,-29,9
New Hampshire,11/4/20,,,115,1,3,4226,4394571,335602,792,-12,-6,29,-25,-26,11
New Hampshire,11/5/20,,,245,2,1,9321,4529798,357823,1107,-10,-1,74,-18,-23,9
New Hampshire,11/6/20,,,204,2,2,6453,4372556,362123,1248,-13,-4,57,-26,-23,10
New Hampshire,11/7/20,,,229,1,1,6551,4142302,380038,1701,-10,-3,86,-11,-2,3
New Hampshire,11/8/20,,,247,0,3,5485,3912559,416896,1580,-6,-3,84,-9,-6,2
New Hampshire,11/9/20,,,211,0,0,2707,4514919,377157,1042,-8,-3,75,-18,-26,9
New Hampshire,11/10/20,,,220,0,2,8200,4519321,353545,949,-7,1,83,-19,-25,9
New Hampshire,11/11/20,,,229,3,4,0,4384660,360372,1039,0,1,69,-26,-39,13
New Hampshire,11/12/20,,,322,3,4,16372,4398042,354452,1058,-13,-2,26,-25,-25,11
New Hampshire,11/13/20,,,459,3,7,0,4419544,350442,1027,-16,-4,1,-34,-26,12
New Hampshire,11/14/20,,,382,1,-7,0,4334738,377698,947,-13,-4,23,-25,-6,5
New Hampshire,11/15/20,,,360,0,0,0,4173419,377208,1673,-13,-5,3,-29,-9,5
New Hampshire,11/16/20,,,358,1,13,27530,4494110,374831,1614,-12,-3,26,-26,-27,10
New Hampshire,11/17/20,,,274,2,0,5158,4713274,375580,1552,-13,-1,24,-23,-25,10
New Hampshire,11/18/20,,,446,2,5,6099,4573260,370527,1444,-12,-3,-1,-27,-27,12
New Hampshire,11/19/20,,,528,2,4,8916,4587115,365763,1404,-14,-1,17,-23,-25,11
New Hampshire,11/20/20,,,520,1,1,8994,4293009,359401,1421,-17,-2,23,-32,-25,12
New Hampshire,11/21/20,,,484,1,2,8447,4264266,383742,1459,-15,-3,26,-24,-4,5
New Hampshire,11/22/20,,,317,4,1,9416,3821653,385518,1605,-15,-4,-10,-31,-7,5
New Hampshire,11/23/20,,,444,0,1,5872,4131637,365382,1464,-12,3,-5,-31,-30,12
New Hampshire,11/24/20,,,340,1,1,4807,4267863,363985,1256,-4,19,21,-21,-28,11
New Hampshire,11/25/20,,,394,1,1,9965,4524137,357512,1188,8,38,8,-20,-37,12
New Hampshire,11/26/20,,,0,0,0,0,3173117,401775,1406,-80,-51,-25,-72,-85,28
New Hampshire,11/27/20,,,537,3,3,0,4474460,366773,1604,-14,-12,34,-40,-59,21
New Hampshire,11/28/20,,,689,6,1,0,4156783,383136,1895,-20,-14,6,-28,-13,7
New Hampshire,11/29/20,,,478,3,2,25100,4065314,389397,1600,-16,-12,22,-24,-10,5
New Hampshire,11/30/20,,,514,0,0,6496,4312321,363441,1587,-17,-11,-8,-32,-30,12
New Hampshire,12/1/20,,,772,2,2,7941,4718121,337455,1495,-10,3,23,-22,-28,12
New Hampshire,12/2/20,,,566,9,1,6549,4836271,333948,1464,-12,-3,8,-29,-29,12
New Hampshire,12/3/20,,,593,7,2,7051,4851895,333877,1529,-12,1,36,-23,-27,12
New Hampshire,12/4/20,,,765,8,0,6500,5132236,330440,1233,-12,6,9,-34,-26,12
New Hampshire,12/5/20,,,448,7,3,8885,4547663,368385,1649,-39,-17,-46,-44,-15,11
New Hampshire,12/6/20,,,633,5,2,7388,4262676,374842,1638,-20,-15,-27,-31,-13,6
New Hampshire,12/7/20,,,1045,2,0,5810,4225515,359171,1652,-10,-2,2,-29,-30,11
New Hampshire,12/8/20,,,807,0,0,6007,4386473,346182,1462,-12,0,-2,-26,-27,12
New Hampshire,12/9/20,,,969,4,2,7654,4328845,343883,1475,-13,-3,-9,-31,-30,13
New Hampshire,12/10/20,,,681,14,1,7985,4493917,343326,1648,-13,1,11,-27,-28,12
New Hampshire,12/11/20,,,1187,6,4,9556,4549051,358598,1723,-15,-2,0,-33,-27,13
New Hampshire,12/12/20,,,784,10,1,7294,4271152,372292,1821,-15,-3,-21,-20,-7,7
New Hampshire,12/13/20,,,712,3,4,7138,3824269,386221,1592,-12,-3,-14,-26,-9,6
New Hampshire,12/14/20,,,919,1,1,7544,4218408,357549,1337,-9,0,3,-26,-30,11
New Hampshire,12/15/20,,,670,0,1,6149,4413096,342780,1301,-6,8,2,-21,-28,11
New Hampshire,12/16/20,,,888,21,7,5919,4421482,348038,1387,-1,21,-11,-23,-29,12
New Hampshire,12/17/20,,,831,4,7,7541,4335344,397004,1707,-60,-49,-28,-57,-60,28
New Hampshire,12/18/20,,,696,9,4,9667,4825717,361458,1453,-14,2,-14,-26,-29,14
New Hampshire,12/19/20,,,649,12,5,7768,4700738,380611,1360,-10,5,-21,-6,-5,6
New Hampshire,12/20/20,,,933,6,3,5746,3659540,388853,1253,-12,-2,-23,-19,-8,6
New Hampshire,12/21/20,,,846,0,0,5351,4301075,374282,1279,7,16,9,-15,-31,10
New Hampshire,12/22/20,,,620,0,0,5079,4473303,381278,1641,10,26,12,-7,-30,11
New Hampshire,12/23/20,,,504,21,3,5853,4677853,385875,1612,21,45,11,-5,-35,11
New Hampshire,12/24/20,,,390,13,2,12749,4144147,390622,1419,1,48,19,-28,-57,17
New Hampshire,12/25/20,,,0,0,0,0,2376181,423840,1626,-90,-76,-51,-82,-87,31
New Hampshire,12/26/20,,,1031,11,0,13326,4059323,393791,1619,-28,-18,-21,-27,-23,10
New Hampshire,12/27/20,,,876,7,1,4198,3476808,416945,2004,-21,-16,2,-26,-14,7
New Hampshire,12/28/20,,,861,7,0,5673,3821124,378598,2031,-4,-1,29,-26,-41,14
New Hampshire,12/29/20,,,1027,20,6,4319,3932909,372578,2128,-5,3,28,-20,-40,15
New Hampshire,12/30/20,,,545,6,0,5427,4069649,366188,2189,0,9,21,-18,-40,15
New Hampshire,12/31/20,,,786,18,1,7703,4157380,359104,2103,5,31,50,-24,-46,15
New Hampshire,1/1/21,,,0,0,0,0,3438365,412591,2045,-34,-28,42,-59,-75,28
New Hampshire,1/2/21,,,1156,10,8,0,3746906,404242,2157,-32,-21,-29,-30,-20,11
New Hampshire,1/3/21,,,1266,11,3,18125,3419950,416936,1956,-22,-12,-18,-22,-13,7
New Hampshire,1/4/21,,,878,1,3,4713,4164967,354700,2111,-16,-6,3,-29,-31,12
New Hampshire,1/5/21,,,664,11,2,5566,4049183,348149,2102,-18,-2,-2,-29,-29,13
New Hampshire,1/6/21,,,846,24,1,6778,4167786,327791,1954,-18,-8,-7,-34,-30,14
New Hampshire,1/7/21,,,423,11,3,7576,4216571,326609,2176,-20,-8,12,-33,-29,14
New Hampshire,1/8/21,,,891,19,0,10142,4471286,320286,2456,-22,-9,-6,-39,-28,15
New Hampshire,1/9/21,,,719,16,0,0,4517459,333747,2525,-19,-8,-3,-28,-9,8
New Hampshire,1/10/21,,,729,7,0,5879,4086421,355616,3017,-17,-9,15,-30,-11,6
New Hampshire,1/11/21,,,707,0,12,7117,4066572,339781,2241,-19,-9,3,-31,-30,12
New Hampshire,1/12/21,,,841,9,3,5777,4081652,336022,2472,-18,-5,11,-29,-28,13
